TransactionID,Timestamp,AccountID,AccountName,OldBalance,NewBalance,Amount,CardUsed,TransactionMode,Location,MerchantCategory,DeviceType,UserBehaviorScore,TransactionStatus,AmountTaken,Hour,IsFraud,Risk,Probability
TXN00014,2025-12-06 22:49:47,ACC002,Customer 2,8392,12403,153,Debit Card,POS Swipe,UK,Retail,POS Terminal,0.34263536065284506,Completed,153,22,1,HIGH,83.18499055306691
TXN00015,2025-11-25 01:49:47,ACC002,Customer 2,47717,31097,4990,Corporate Card,Mobile Payment,UK,ATM,Mobile,0.4680587003575628,Completed,4990,1,0,MEDIUM,9.00706733230668
TXN00016,2025-12-06 10:49:47,ACC002,Customer 2,22556,12121,3150,Prepaid Card,ATM Withdrawal,Germany,Retail,ATM,0.20847862306988335,Failed,3150,10,1,HIGH,92.25645132544506
TXN00017,2025-11-12 22:49:47,ACC002,Customer 2,39559,9966,4501,Credit Card,Online Transfer,California,E-commerce,Desktop,0.2612229210858655,Completed,4501,22,0,MEDIUM,20.96827781344397
TXN00018,2025-12-05 03:49:47,ACC002,Customer 2,27309,32621,2948,Credit Card,Online Transfer,Russia,Entertainment,Mobile,0.7061948900288347,Completed,2948,3,1,HIGH,88.28741225850905
TXN00019,2025-11-13 00:49:47,ACC002,Customer 2,22919,27312,3646,Debit Card,Mobile Payment,Florida,ATM,Tablet,0.261480129449108,Completed,3646,0,1,HIGH,74.68529860243956
TXN00020,2025-11-27 17:49:47,ACC002,Customer 2,5931,21677,3232,Credit Card,Online Transfer,Texas,Retail,Mobile,0.5673954114636836,Completed,3232,17,0,LOW,19.663172656561642
TXN00021,2025-11-26 06:49:47,ACC003,Customer 3,33970,30289,1177,Credit Card,Bank Transfer,Texas,Travel,Mobile,0.7310511729329651,Completed,1177,6,0,LOW,31.291231673294636
TXN00022,2025-11-20 02:49:47,ACC003,Customer 3,45215,30024,2626,Debit Card,Contactless Payment,Florida,Travel,ATM,0.19512046155432203,Completed,2626,2,0,MEDIUM,7.485268258663941
TXN00023,2025-11-23 08:49:47,ACC003,Customer 3,13688,41675,1072,Credit Card,POS Swipe,China,Retail,Desktop,0.6049078754697241,Completed,1072,8,1,HIGH,87.75606996558278
TXN00024,2025-11-24 12:49:47,ACC003,Customer 3,26342,3777,2166,Debit Card,POS Swipe,Illinois,Travel,Tablet,0.32834087749421376,Completed,2166,12,0,MEDIUM,17.416995214259448
TXN00025,2025-12-02 14:49:47,ACC003,Customer 3,38157,28749,2992,Debit Card,POS Swipe,Florida,Utilities,POS Terminal,0.957004918961446,Completed,2992,14,1,HIGH,81.77919747332037
TXN00026,2025-11-29 01:49:47,ACC003,Customer 3,3327,14338,3304,Debit Card,POS Swipe,New York,Retail,POS Terminal,0.530355625580733,Completed,3304,1,1,HIGH,90.5409224427618
TXN00027,2025-12-03 21:49:47,ACC003,Customer 3,41772,1491,4739,Debit Card,Mobile Payment,New York,Travel,Mobile,0.8173333692998908,Completed,4739,21,0,LOW,28.753448483539767
TXN00028,2025-11-21 10:49:47,ACC003,Customer 3,41545,26236,1166,Debit Card,Contactless Payment,New York,Travel,ATM,0.589701622519073,Completed,1166,10,0,LOW,17.66719967932527
TXN00029,2025-11-27 12:49:47,ACC003,Customer 3,1197,47096,742,Credit Card,ATM Withdrawal,Germany,E-commerce,ATM,0.13863715424078907,Completed,742,12,0,MEDIUM,25.778127692298845
TXN00030,2025-12-09 16:49:47,ACC003,Customer 3,24509,13599,4340,Debit Card,ATM Withdrawal,New York,Retail,POS Terminal,0.6635047242786799,Completed,4340,16,1,HIGH,90.70623131093046
TXN00031,2025-11-30 01:49:47,ACC004,Customer 4,35698,18508,4856,Debit Card,POS Swipe,New York,Retail,Tablet,0.9467489745639247,Completed,4856,1,0,LOW,27.263361624333978
TXN00032,2025-11-17 05:49:47,ACC004,Customer 4,45542,2051,963,Corporate Card,Mobile Payment,Texas,Utilities,Desktop,0.6354345199302347,Completed,963,5,0,LOW,36.96504316516828
TXN00033,2025-11-20 19:49:47,ACC004,Customer 4,16087,47747,2549,Debit Card,Online Transfer,UK,Healthcare,Tablet,0.8290780848898432,Completed,2549,19,1,HIGH,87.80035050826952
TXN00034,2025-12-08 03:49:47,ACC004,Customer 4,23671,20606,3334,Virtual Card,ATM Withdrawal,Germany,Restaurant,Desktop,0.8869437523800829,Completed,3334,3,1,HIGH,90.64945531770205
TXN00035,2025-11-19 07:49:47,ACC004,Customer 4,26184,20699,3311,Debit Card,Contactless Payment,UK,E-commerce,POS Terminal,0.3029909970345499,Pending,3311,7,1,HIGH,72.51593696308834
TXN00036,2025-11-12 04:49:47,ACC004,Customer 4,28848,-124,1552,Credit Card,Mobile Payment,Nigeria,Restaurant,Desktop,0.2887199075183217,Completed,1552,4,1,HIGH,75.99685281889862
TXN00037,2025-11-20 18:49:47,ACC004,Customer 4,43107,31093,1201,Corporate Card,ATM Withdrawal,Illinois,E-commerce,ATM,0.6437730800773827,Pending,1201,18,1,HIGH,73.54929974402485
TXN00038,2025-11-11 10:49:47,ACC004,Customer 4,21666,3142,3003,Credit Card,Mobile Payment,New York,ATM,Mobile,0.46581533812796716,Completed,3003,10,1,HIGH,78.69853528955417
TXN00039,2025-12-02 16:49:47,ACC004,Customer 4,45357,14202,2691,Credit Card,Mobile Payment,Germany,Retail,Mobile,0.8474765595513811,Completed,2691,16,0,LOW,23.688861539171732
TXN00040,2025-11-11 23:49:47,ACC004,Customer 4,16708,38734,1227,Credit Card,POS Swipe,UK,Entertainment,POS Terminal,0.9010205798242299,Completed,1227,23,1,HIGH,88.72065842408266
TXN00041,2025-11-17 03:49:47,ACC005,Customer 5,27370,6079,1550,Debit Card,ATM Withdrawal,Russia,ATM,ATM,0.41454502757941913,Completed,1550,3,0,MEDIUM,5.409731375581642
TXN00042,2025-11-16 23:49:47,ACC005,Customer 5,3811,6987,3246,Debit Card,ATM Withdrawal,UK,Entertainment,Tablet,0.310814797487289,Completed,3246,23,1,HIGH,85.52321418696079
TXN00043,2025-11-30 10:49:47,ACC005,Customer 5,48011,38567,2396,Credit Card,ATM Withdrawal,China,ATM,ATM,0.7946677085670371,Completed,2396,10,1,HIGH,78.80937366524137
TXN00044,2025-11-19 13:49:47,ACC005,Customer 5,7546,27940,3729,Corporate Card,Bank Transfer,Russia,Retail,Mobile,0.34457737163784113,Completed,3729,13,0,MEDIUM,22.010017282916106
TXN00045,2025-12-05 03:49:47,ACC005,Customer 5,35754,36233,1398,Credit Card,Contactless Payment,Germany,Retail,Mobile,0.8321267434771737,Completed,1398,3,0,LOW,25.20199603570928
TXN00046,2025-11-20 09:49:47,ACC005,Customer 5,31206,16019,1866,Credit Card,ATM Withdrawal,Germany,E-commerce,ATM,0.47712704574739895,Completed,1866,9,1,HIGH,94.47762345037887
TXN00047,2025-11-13 15:49:47,ACC005,Customer 5,42106,45185,1375,Credit Card,POS Swipe,Russia,Utilities,ATM,0.6941194103694087,Completed,1375,15,0,LOW,9.305115329331098
TXN00048,2025-12-09 17:49:47,ACC005,Customer 5,12411,17077,509,Credit Card,ATM Withdrawal,Nigeria,Retail,Mobile,0.18502642931285468,Completed,509,17,0,MEDIUM,24.55248387576489
TXN00049,2025-12-03 15:49:47,ACC005,Customer 5,3911,25258,1690,Debit Card,ATM Withdrawal,New York,Utilities,Tablet,0.65523479896215,Completed,1690,15,0,LOW,17.010857361043037
TXN00050,2025-11-29 04:49:47,ACC005,Customer 5,2734,20136,520,Debit Card,Bank Transfer,Nigeria,E-commerce,POS Terminal,0.5020732340761339,Completed,520,4,0,LOW,30.52107206423068
TXN00051,2025-11-24 10:49:47,ACC006,Customer 6,19227,7311,4322,Debit Card,POS Swipe,New York,Entertainment,POS Terminal,0.6220815322261719,Completed,4322,10,0,LOW,27.83020770071789
TXN00052,2025-11-15 13:49:47,ACC006,Customer 6,9680,16214,1334,Credit Card,POS Swipe,Illinois,ATM,ATM,0.24953264489292845,Completed,1334,13,1,HIGH,71.74102870406014
TXN00053,2025-11-27 10:49:47,ACC006,Customer 6,20360,13098,1165,Credit Card,POS Swipe,Germany,Entertainment,POS Terminal,0.7558176330003221,Failed,1165,10,0,LOW,29.237248933422887
TXN00054,2025-12-10 00:49:47,ACC006,Customer 6,19343,27251,1837,Credit Card,Mobile Payment,Illinois,Travel,Mobile,0.8678893990134734,Pending,1837,0,0,LOW,20.047587708655186
TXN00055,2025-11-30 12:49:47,ACC006,Customer 6,6759,36945,3151,Corporate Card,POS Swipe,Florida,Retail,Mobile,0.2928984220807903,Completed,3151,12,0,MEDIUM,28.553831783805133
TXN00056,2025-11-26 04:49:47,ACC006,Customer 6,24078,46030,3496,Credit Card,Mobile Payment,Texas,Retail,ATM,0.18518595441294394,Completed,3496,4,1,HIGH,90.92602813107351
TXN00057,2025-11-17 01:49:47,ACC006,Customer 6,36153,24945,1820,Debit Card,POS Swipe,New York,Utilities,ATM,0.1210383415812394,Completed,1820,1,0,MEDIUM,15.720972457237444
TXN00058,2025-11-26 10:49:47,ACC006,Customer 6,12111,24316,2933,Virtual Card,Mobile Payment,China,Healthcare,ATM,0.6713546353945067,Completed,2933,10,1,HIGH,86.0720477514677
TXN00059,2025-12-06 18:49:47,ACC006,Customer 6,38504,31217,2224,Debit Card,Mobile Payment,California,Retail,Tablet,0.6403136921190149,Completed,2224,18,0,LOW,20.624683074055376
TXN00060,2025-11-25 07:49:47,ACC006,Customer 6,2802,7308,4196,Corporate Card,ATM Withdrawal,New York,Travel,POS Terminal,0.5865606973155223,Completed,4196,7,1,HIGH,82.81636882862632
TXN00061,2025-11-21 15:49:47,ACC007,Customer 7,9155,4949,723,Credit Card,POS Swipe,Florida,Utilities,ATM,0.30643291554321817,Completed,723,15,0,MEDIUM,33.784783078389744
TXN00062,2025-11-22 18:49:47,ACC007,Customer 7,9120,150,3612,Prepaid Card,Bank Transfer,UK,Utilities,Desktop,0.44790633635590804,Failed,3612,18,0,MEDIUM,35.014681818144936
TXN00063,2025-11-19 09:49:47,ACC007,Customer 7,40384,22944,4144,Debit Card,Contactless Payment,China,Healthcare,Desktop,0.629083938315694,Completed,4144,9,1,HIGH,70.82973386406066
TXN00064,2025-12-09 03:49:47,ACC007,Customer 7,48025,33699,3532,Prepaid Card,Online Transfer,New York,Travel,Mobile,0.5421225043846608,Completed,3532,3,1,HIGH,77.5986600310181
TXN00065,2025-12-02 00:49:47,ACC007,Customer 7,48254,8204,4278,Credit Card,Online Transfer,Florida,E-commerce,POS Terminal,0.9791291129912497,Completed,4278,0,0,LOW,16.16033864123986
TXN00066,2025-12-07 05:49:47,ACC007,Customer 7,22918,81,4758,Credit Card,Contactless Payment,Illinois,ATM,ATM,0.2214313797754925,Failed,4758,5,0,MEDIUM,25.376956130793985
TXN00067,2025-11-17 04:49:47,ACC007,Customer 7,21445,28305,4859,Credit Card,Online Transfer,Russia,ATM,Desktop,0.7186786531023585,Completed,4859,4,1,HIGH,91.7801120565763
TXN00068,2025-11-24 10:49:47,ACC007,Customer 7,31306,15896,1253,Debit Card,ATM Withdrawal,Nigeria,Travel,POS Terminal,0.45984370361282,Completed,1253,10,1,HIGH,89.15161941338256
TXN00069,2025-12-10 12:49:47,ACC007,Customer 7,17646,45175,3719,Corporate Card,Contactless Payment,Texas,Travel,Mobile,0.48109765728379716,Completed,3719,12,0,MEDIUM,29.69550519253386
TXN00070,2025-11-24 08:49:47,ACC007,Customer 7,47843,6805,1091,Prepaid Card,POS Swipe,Illinois,Retail,Tablet,0.7386620114357768,Completed,1091,8,0,LOW,29.09417564722479
TXN00071,2025-11-17 00:49:47,ACC008,Customer 8,32065,4237,465,Credit Card,Online Transfer,Florida,Utilities,POS Terminal,0.716268174678689,Completed,465,0,1,HIGH,76.50717143915007
TXN00072,2025-12-06 04:49:47,ACC008,Customer 8,26199,19056,4934,Corporate Card,ATM Withdrawal,Germany,Travel,POS Terminal,0.9822178343949476,Completed,4934,4,0,LOW,10.840107059456349
TXN00073,2025-11-20 17:49:47,ACC008,Customer 8,42976,44543,904,Credit Card,ATM Withdrawal,Illinois,E-commerce,Tablet,0.21427091761417147,Completed,904,17,1,HIGH,86.76830779764585
TXN00074,2025-11-11 07:49:47,ACC008,Customer 8,17371,44952,1394,Credit Card,POS Swipe,Florida,E-commerce,POS Terminal,0.19265758795190804,Completed,1394,7,0,MEDIUM,9.990795042866806
TXN00075,2025-11-23 20:49:47,ACC008,Customer 8,12835,2343,1968,Credit Card,Mobile Payment,Florida,E-commerce,Mobile,0.7446615472445796,Completed,1968,20,0,LOW,36.15339623143329
TXN00076,2025-11-17 10:49:47,ACC008,Customer 8,46936,12500,3082,Prepaid Card,POS Swipe,Illinois,Retail,Mobile,0.6147643561357041,Completed,3082,10,0,LOW,17.10571112582501
TXN00077,2025-12-03 20:49:47,ACC008,Customer 8,3049,28375,2006,Credit Card,POS Swipe,UK,Retail,Tablet,0.34400299323822725,Completed,2006,20,0,MEDIUM,10.406091152816332
TXN00078,2025-12-02 04:49:47,ACC008,Customer 8,32616,8662,4295,Debit Card,POS Swipe,Illinois,Retail,ATM,0.17068323840019808,Completed,4295,4,0,MEDIUM,5.890671596701281
TXN00079,2025-11-29 08:49:47,ACC008,Customer 8,39191,15964,514,Corporate Card,Online Transfer,Nigeria,Retail,Desktop,0.1762358421408232,Completed,514,8,0,MEDIUM,27.603783520026948
TXN00080,2025-11-29 07:49:47,ACC008,Customer 8,48357,46893,1224,Credit Card,Contactless Payment,China,E-commerce,ATM,0.8958298784510652,Completed,1224,7,0,LOW,27.291581110916013
TXN00081,2025-11-21 14:49:47,ACC009,Customer 9,21932,7130,1541,Debit Card,Online Transfer,Illinois,E-commerce,POS Terminal,0.27076191899968116,Pending,1541,14,0,MEDIUM,16.92114583034521
TXN00082,2025-11-21 08:49:47,ACC009,Customer 9,30855,18531,3450,Credit Card,Online Transfer,Florida,Retail,Desktop,0.3878006902828135,Completed,3450,8,0,MEDIUM,7.509916109667785
TXN00083,2025-11-30 02:49:47,ACC009,Customer 9,8158,679,833,Credit Card,Bank Transfer,Germany,Travel,Tablet,0.3017241979820193,Completed,833,2,0,MEDIUM,19.337011321333122
TXN00084,2025-11-11 08:49:47,ACC009,Customer 9,44016,2506,938,Debit Card,Online Transfer,Florida,ATM,Tablet,0.41594671219042423,Completed,938,8,0,MEDIUM,15.892612327218774
TXN00085,2025-11-28 06:49:47,ACC009,Customer 9,8400,12284,143,Credit Card,ATM Withdrawal,Florida,Utilities,Desktop,0.1617872200440231,Completed,143,6,0,MEDIUM,28.69922239072533
TXN00086,2025-11-10 14:49:47,ACC009,Customer 9,43642,6253,2115,Debit Card,POS Swipe,Germany,Healthcare,Mobile,0.5619632139083607,Completed,2115,14,0,LOW,26.202273730844162
TXN00087,2025-11-26 12:49:47,ACC009,Customer 9,16151,18128,3637,Debit Card,POS Swipe,New York,Retail,Desktop,0.16017518159707128,Completed,3637,12,1,HIGH,77.00093323876223
TXN00088,2025-12-08 09:49:47,ACC009,Customer 9,2154,26932,4790,Debit Card,POS Swipe,California,E-commerce,POS Terminal,0.8123172919619018,Completed,4790,9,1,HIGH,91.45854191997802
TXN00089,2025-12-01 13:49:47,ACC009,Customer 9,5499,8435,1862,Prepaid Card,POS Swipe,Texas,Retail,Mobile,0.30800375290028537,Completed,1862,13,0,MEDIUM,39.581258815445715
TXN00090,2025-12-02 18:49:47,ACC009,Customer 9,7295,43078,4920,Debit Card,Mobile Payment,Germany,E-commerce,Tablet,0.5806106039980145,Completed,4920,18,0,LOW,20.890056741864022
TXN00091,2025-11-24 18:49:47,ACC010,Customer 10,13183,12296,4185,Debit Card,POS Swipe,New York,Restaurant,Desktop,0.8832703879296978,Completed,4185,18,0,LOW,29.089598252308296
TXN00092,2025-11-20 01:49:47,ACC010,Customer 10,30299,29445,2943,Debit Card,Online Transfer,New York,Retail,ATM,0.6792808584520028,Completed,2943,1,0,LOW,9.919353865242627
TXN00093,2025-12-08 21:49:47,ACC010,Customer 10,13874,12245,3294,Credit Card,Mobile Payment,New York,E-commerce,ATM,0.5743324300306885,Completed,3294,21,1,HIGH,70.45016389001137
TXN00094,2025-12-04 01:49:47,ACC010,Customer 10,33711,28124,4308,Credit Card,POS Swipe,New York,Retail,POS Terminal,0.38865704027268433,Completed,4308,1,0,MEDIUM,5.963785195431292
TXN00095,2025-12-09 23:49:47,ACC010,Customer 10,6539,28899,2821,Corporate Card,Bank Transfer,New York,Retail,ATM,0.3963717026217962,Completed,2821,23,1,HIGH,88.16677480175808
TXN00096,2025-12-07 21:49:47,ACC010,Customer 10,43405,42919,1260,Debit Card,Online Transfer,Florida,Restaurant,Desktop,0.6958433901263892,Pending,1260,21,1,HIGH,77.61877738465333
TXN00097,2025-11-18 21:49:47,ACC010,Customer 10,49354,42225,3522,Credit Card,POS Swipe,Illinois,ATM,Desktop,0.9847840314868391,Completed,3522,21,0,LOW,18.44723495450301
TXN00098,2025-11-26 06:49:47,ACC010,Customer 10,3557,34247,1266,Debit Card,Mobile Payment,California,E-commerce,ATM,0.689036878965947,Completed,1266,6,1,HIGH,77.03802996037325
TXN00099,2025-12-05 05:49:47,ACC010,Customer 10,39360,28222,3386,Credit Card,Online Transfer,Texas,E-commerce,Desktop,0.5964272414593221,Completed,3386,5,0,LOW,6.083452682177024
TXN00100,2025-11-13 14:49:47,ACC010,Customer 10,17482,25211,3496,Corporate Card,Online Transfer,New York,Healthcare,POS Terminal,0.750278954112929,Completed,3496,14,1,HIGH,72.81450976029842
TXN00101,2025-11-20 22:49:47,ACC011,Customer 11,3200,36220,3594,Credit Card,Online Transfer,Texas,Retail,Mobile,0.5140329949325092,Completed,3594,22,1,HIGH,87.59214943651989
TXN00102,2025-12-07 23:49:47,ACC011,Customer 11,47940,25646,1406,Credit Card,Online Transfer,Illinois,E-commerce,POS Terminal,0.15352668491469884,Completed,1406,23,1,HIGH,83.51746191612276
TXN00103,2025-12-04 19:49:47,ACC011,Customer 11,3961,37649,3647,Credit Card,Mobile Payment,China,Restaurant,POS Terminal,0.6004441661313397,Completed,3647,19,1,HIGH,72.41336175488603
TXN00104,2025-11-19 19:49:47,ACC011,Customer 11,47975,22049,3340,Debit Card,ATM Withdrawal,New York,ATM,Desktop,0.9522865032097884,Completed,3340,19,0,LOW,21.048305310866173
TXN00105,2025-11-15 21:49:47,ACC011,Customer 11,22357,13069,2713,Corporate Card,POS Swipe,Florida,Healthcare,Mobile,0.2560196186983171,Completed,2713,21,1,HIGH,70.31010090693287
TXN00106,2025-11-24 06:49:47,ACC011,Customer 11,12969,31580,480,Credit Card,ATM Withdrawal,California,Travel,Desktop,0.7141043528303925,Completed,480,6,0,LOW,36.502911405576825
TXN00107,2025-11-12 11:49:47,ACC011,Customer 11,3869,30843,1363,Corporate Card,Mobile Payment,Germany,Restaurant,Tablet,0.2788309829065603,Completed,1363,11,1,HIGH,77.53163151900002
TXN00108,2025-11-23 03:49:47,ACC011,Customer 11,47760,1849,2793,Credit Card,POS Swipe,China,Travel,Desktop,0.5768866391810423,Pending,2793,3,1,HIGH,84.95893710744397
TXN00109,2025-11-28 13:49:47,ACC011,Customer 11,29643,39158,2841,Corporate Card,Bank Transfer,Illinois,Healthcare,Desktop,0.18604204018558046,Completed,2841,13,0,MEDIUM,15.988835108207349
TXN00110,2025-11-24 19:49:47,ACC011,Customer 11,25736,22289,367,Credit Card,Online Transfer,California,Utilities,Desktop,0.5008301332697848,Completed,367,19,1,HIGH,77.49797778767461
TXN00111,2025-11-20 04:49:47,ACC012,Customer 12,39467,43690,3029,Credit Card,Bank Transfer,Germany,Travel,Mobile,0.772985362716769,Pending,3029,4,0,LOW,26.103000676781154
TXN00112,2025-11-30 23:49:47,ACC012,Customer 12,24328,34257,677,Debit Card,Contactless Payment,New York,Travel,Desktop,0.4093386565726941,Completed,677,23,0,MEDIUM,33.93475759095206
TXN00113,2025-12-08 21:49:47,ACC012,Customer 12,26876,8823,4478,Virtual Card,Bank Transfer,New York,Retail,Mobile,0.691771434793624,Completed,4478,21,1,HIGH,92.57237487979968
TXN00114,2025-12-09 10:49:47,ACC012,Customer 12,22295,40975,1155,Corporate Card,Bank Transfer,Texas,Retail,ATM,0.807950465102859,Completed,1155,10,1,HIGH,91.30659685977953
TXN00115,2025-12-04 23:49:47,ACC012,Customer 12,4987,8540,4195,Debit Card,POS Swipe,New York,E-commerce,Tablet,0.9251882593367129,Completed,4195,23,1,HIGH,86.69511708066017
TXN00116,2025-12-02 05:49:47,ACC012,Customer 12,23399,15364,3729,Corporate Card,Online Transfer,Germany,Retail,Mobile,0.30883145285135366,Completed,3729,5,0,MEDIUM,18.631866321584713
TXN00117,2025-12-09 05:49:47,ACC012,Customer 12,47214,3611,2755,Credit Card,POS Swipe,UK,E-commerce,ATM,0.4553911650702842,Completed,2755,5,0,MEDIUM,18.49291666579228
TXN00118,2025-12-08 14:49:47,ACC012,Customer 12,34986,26663,549,Virtual Card,ATM Withdrawal,California,Retail,Mobile,0.2356502518640715,Completed,549,14,0,MEDIUM,16.9135486489077
TXN00119,2025-11-19 15:49:47,ACC012,Customer 12,21880,37646,2789,Debit Card,Online Transfer,Illinois,ATM,Mobile,0.9833103169209539,Failed,2789,15,0,LOW,23.949266257165483
TXN00120,2025-11-23 15:49:47,ACC012,Customer 12,5735,29977,4974,Prepaid Card,Online Transfer,Germany,Travel,Tablet,0.9250308614526228,Completed,4974,15,0,LOW,10.395076511247048
TXN00121,2025-11-16 16:49:47,ACC013,Customer 13,45064,28168,4146,Corporate Card,POS Swipe,Germany,Utilities,POS Terminal,0.5805618459496981,Completed,4146,16,1,HIGH,89.86445696750476
TXN00122,2025-12-06 11:49:47,ACC013,Customer 13,5555,24471,4845,Prepaid Card,Online Transfer,Russia,Retail,POS Terminal,0.849409631995015,Completed,4845,11,1,HIGH,70.86675666816208
TXN00123,2025-11-12 02:49:47,ACC013,Customer 13,42914,21687,3785,Debit Card,Bank Transfer,Germany,E-commerce,Mobile,0.5636525997721176,Completed,3785,2,0,LOW,31.66656344117045
TXN00124,2025-11-17 19:49:47,ACC013,Customer 13,41818,-149,2518,Debit Card,Online Transfer,Germany,Utilities,Desktop,0.6549912623224561,Completed,2518,19,0,LOW,34.17774866781549
TXN00125,2025-11-15 01:49:47,ACC013,Customer 13,46525,17071,2789,Corporate Card,Mobile Payment,China,Retail,ATM,0.1793207445832548,Failed,2789,1,1,HIGH,91.39240234593848
TXN00126,2025-11-21 08:49:47,ACC013,Customer 13,20830,5833,934,Credit Card,Bank Transfer,New York,Entertainment,Desktop,0.772190674242159,Completed,934,8,0,LOW,15.581663727302281
TXN00127,2025-11-13 19:49:47,ACC013,Customer 13,18429,10938,2966,Virtual Card,Contactless Payment,Florida,ATM,Desktop,0.21366500043535902,Completed,2966,19,0,MEDIUM,14.076721406098306
TXN00128,2025-12-10 09:49:47,ACC013,Customer 13,7893,34195,1591,Prepaid Card,Mobile Payment,UK,ATM,Mobile,0.8352001909247503,Completed,1591,9,0,LOW,11.811834284670518
TXN00129,2025-12-01 12:49:47,ACC013,Customer 13,15373,25144,3334,Credit Card,Bank Transfer,California,Healthcare,Mobile,0.7960049980266435,Failed,3334,12,1,HIGH,84.97446270443027
TXN00130,2025-11-19 15:49:47,ACC013,Customer 13,48333,3000,4495,Prepaid Card,Contactless Payment,UK,Retail,Mobile,0.730782780991249,Completed,4495,15,0,LOW,16.98567925921497
TXN00131,2025-11-24 00:49:47,ACC014,Customer 14,4436,4052,265,Debit Card,Contactless Payment,New York,Restaurant,Mobile,0.13218273866703828,Completed,265,0,1,HIGH,72.3464321205839
TXN00132,2025-11-24 05:49:47,ACC014,Customer 14,9754,34506,4814,Prepaid Card,ATM Withdrawal,New York,Entertainment,POS Terminal,0.3697842367913424,Completed,4814,5,1,HIGH,92.7406704859148
TXN00133,2025-12-01 23:49:47,ACC014,Customer 14,11677,27074,1848,Prepaid Card,POS Swipe,Texas,Retail,Mobile,0.33417018722065017,Failed,1848,23,0,MEDIUM,24.519808918751536
TXN00134,2025-12-09 23:49:47,ACC014,Customer 14,6895,37155,1954,Credit Card,POS Swipe,New York,Restaurant,POS Terminal,0.420521402649652,Completed,1954,23,1,HIGH,90.73216998291889
TXN00135,2025-11-17 12:49:47,ACC014,Customer 14,20738,39770,19,Debit Card,ATM Withdrawal,Germany,Healthcare,POS Terminal,0.1780020446198163,Failed,19,12,1,HIGH,91.97447250705667
TXN00136,2025-11-21 09:49:47,ACC014,Customer 14,31746,31320,2881,Corporate Card,Mobile Payment,UK,Retail,Mobile,0.9338924624976459,Completed,2881,9,0,LOW,9.871884547099341
TXN00137,2025-11-11 19:49:47,ACC014,Customer 14,49404,37304,807,Credit Card,Mobile Payment,UK,Utilities,Tablet,0.5928839942340149,Completed,807,19,0,LOW,20.541531222077104
TXN00138,2025-11-16 15:49:47,ACC014,Customer 14,33352,45247,4982,Debit Card,Bank Transfer,Russia,E-commerce,ATM,0.371916636485641,Completed,4982,15,1,HIGH,80.76068525802475
